indroea;ano_hidr;aportano;qmedano;hmedano;qc;hc;ano_c;mes_c;dia_c;qci;hci;ano_ci;mes_ci;dia_ci;qcn;hcn;ano_cn;mes_cn;dia_cn;orig_dato_id
2030;1959;859.457;27.179;0.88;304.8;3.5;1959;12;22;304.8;3.5;1959;12;;0.6;0.2;1960;7;22;1
2030;1960;567.717;18.002;0.77;219.6;2.8;1961;1;3;;;;;;0;0.18;1961;8;3;1
2030;1961;792.845;25.141;0.76;300;3.1;1962;4;1;;;;;;1;0.19;1962;9;4;1
2030;1962;494.314;15.675;0.62;118;1.9;1963;1;5;122;1.93;1963;1;;1;0.17;1963;8;26;1
2030;1963;496.86;15.712;0.62;225.8;2.8;1964;2;24;;;;;;1.9;0.17;1964;9;19;1
2030;1964;262.699;8.33;0.44;110.6;1.9;1965;3;16;;;;;;1.5;0.13;1965;8;19;1
2030;1965;768.563;24.371;0.83;186.5;2.77;1966;1;20;;;;;;2.3;0.27;1966;9;20;1
2030;1966;452.736;14.356;0.67;111.3;2.35;1966;11;6;;;;;;2.3;0.27;1967;7;27;1
2030;1967;433.892;13.721;0.65;130;2.6;1967;11;18;151.9;2.85;1967;11;18;1.5;0.2;1967;10;1;1
2030;1968;596.195;18.905;0.77;181.6;3.19;1969;3;17;212.4;3.53;1969;3;14;3;0.35;1968;10;26;1
2030;1969;490.069;15.54;0.68;188.6;3.27;1970;1;5;191.3;3.3;1970;1;5;1.1;0.16;1970;7;30;1
2030;1970;448.615;14.225;0.66;98.6;2.18;1971;5;23;115;2.4;1971;6;14;2.5;0.29;1970;10;1;1
2030;1971;555.967;17.581;0.73;212.3;3.53;1972;2;12;263;4.05;1972;2;12;2.6;0.3;1972;8;11;1
2030;1972;510.915;16.201;0.73;137;2.68;1972;12;8;143.12;2.75;1972;12;8;3.75;0.36;1972;10;1;1
2030;1973;491.514;15.586;0.72;144;2.76;1974;6;29;171.12;3.07;1974;6;29;4.75;0.41;1974;9;15;1
2030;1974;277.691;8.806;0.64;96.25;1.9;1975;4;19;120.87;2.15;1975;4;19;0.4;0.4;1975;7;30;1
2030;1975;181.85;5.751;0.58;15.7;0.82;1976;4;19;18.1;0.86;1975;11;30;0.38;0.38;1976;8;19;1
2030;1976;637.591;20.218;0.85;211.48;2.87;1977;2;20;250.65;3.14;1977;2;19;1.84;0.44;1977;9;17;1
2030;1977;630.895;20.006;0.81;492.6;4.56;1978;2;17;596.2;5.12;1978;2;17;1.36;0.41;1978;9;21;1
2030;1978;755.655;23.962;0.83;292.3;3.42;1979;2;5;448.2;4.32;1979;2;5;1.14;0.39;1979;8;9;1
2030;1979;454.68;14.378;0.74;128.2;2.22;1980;5;13;153;2.44;1980;5;15;1.14;0.39;1980;9;18;1
2030;1980;237.591;7.534;0.6;45.45;1.25;1980;12;20;63.52;1.48;1980;12;20;0.16;0.33;1981;9;11;1
2030;1981;289.298;9.174;0.6;280.96;3.32;1981;12;24;368.04;3.88;1981;12;24;0.165;0.33;1982;8;21;1
2030;1982;412.81;13.09;0.7;178.88;2.62;1983;2;26;228.38;2.98;1983;2;26;0.55;0.4;1983;9;26;1
2030;1983;451.754;14.286;0.72;133.18;2.22;1984;4;1;164.5;2.5;1984;4;1;0.775;0.41;1984;9;6;1
2030;1984;599.173;19;0.79;178.88;2.62;1985;1;26;266.965;3.23;1984;11;16;0.468;0.34;1985;9;12;1
2030;1985;363.732;11.534;0.65;165.67;2.51;1986;2;17;219.92;2.92;1986;2;16;0.468;0.34;1986;8;15;1
2030;1986;177.668;5.634;0.48;287.144;3.36;1987;4;8;427.13;4.26;1987;4;8;0;0.14;1987;9;5;1
2030;1987;279.98;8.854;0.56;234.256;3.02;1988;1;30;358.71;3.82;1988;1;30;0.069;0.19;1988;9;8;1
2030;1988;118.524;3.758;0.27;25.555;0.91;1989;4;14;30.073;1;1989;4;13;0.111;0.02;1989;8;31;1
2030;1989;134.963;4.28;0.27;59.364;1.48;1989;12;22;75.094;1.69;1989;12;22;0.167;0.03;1990;8;5;1
2030;1990;338.172;10.723;0.47;72.737;1.66;1991;4;16;74.308;1.68;1991;4;16;0.056;0.01;1991;8;30;1
2030;1991;219.878;6.953;0.38;79.254;1.74;1991;11;16;135.982;2.3;1991;11;15;0.814;0.12;1992;8;28;1
2030;1992;293.534;9.308;0.43;172.547;2.58;1992;12;7;216.727;2.87;1992;12;8;0;0;1993;8;27;1
2030;1993;373.652;11.848;0.5;161.462;2.5;1994;1;10;189.945;2.7;1994;1;10;0.389;0.07;1994;9;7;1
2030;1994;294.874;9.35;0.41;167.004;2.54;1995;2;15;279.416;3.22;1995;2;15;0.111;0.02;1995;8;17;1
2030;1995;558.024;17.646;0.55;701.88;5.42;1995;12;26;791.2;5.77;1995;12;;0.71;0.12;1995;10;2;1
2030;1996;469.524;14.888;0.56;135.38;2.25;1996;12;14;177.72;2.61;1996;12;14;2.78;0.25;1996;10;1;1
2030;1997;585.033;18.551;0.65;562.93;4.78;1997;12;18;;;;;;2.28;0.24;1998;8;27;1
2030;1998;183.42;5.816;0.43;24.343;0.95;1999;5;20;27.439;1.01;1999;5;20;0.21;0.12;1999;8;31;1
2030;1999;335.701;10.616;0.54;197.602;2.76;1999;12;15;256.768;3.16;1999;12;15;0.192;0.21;2000;9;4;1
2030;2000;868.228;27.531;0.78;406;3.9;2001;1;27;588;4.77;2001;1;27;1.09;0.21;2001;9;20;1
2030;2001;124.324;3.942;0.37;15.6;0.77;2002;3;20;16.5;0.79;2002;3;21;0.773;0.18;2002;8;10;1
2030;2002;547.259;17.353;0.68;252;3.05;2003;1;3;396;3.91;2003;1;3;0.983;0.2;2003;8;30;1
2030;2003;335.744;10.617;0.56;144;2.33;2003;12;1;200;2.77;2003;12;1;1.14;0.21;2004;9;19;1
2030;2004;150.574;4.775;0.42;22.7;0.81;2005;3;28;23.5;;2005;3;28;0.046;0.11;2005;9;5;1
2030;2005;304.445;9.654;0.44;114;2.01;2006;3;24;132;2.18;2006;3;24;0.438;0.15;2006;9;11;1
2030;2006;471.531;14.952;0.57;152;2.34;2007;2;13;248;3.19;2007;2;12;0.322;0.16;2007;9;12;1
2030;2007;304.541;9.631;0.48;106;1.83;2008;5;24;136;2.09;2008;5;24;0.48;0.18;2008;9;3;1
2030;2008;346.96;11.002;0.51;199;2.52;2009;1;24;241;2.78;2009;1;24;0.027;0.1;2009;9;14;1
2030;2009;519.902;16.486;0.61;192;2.44;2010;1;14;282;3.01;2010;1;14;0.358;0.16;2009;10;1;1
2030;2010;332.389;10.54;0.51;102;1.79;2011;3;17;140;2.11;2011;2;23;0.122;0.12;2011;8;28;1
2030;2011;147.27;4.657;0.35;59.2;1.37;2012;5;9;69.6;1.49;2012;5;9;0.014;0.09;2012;8;26;1
2030;2012;598.625;18.982;0.64;294.9;3.06;2013;3;30;372.7;3.46;2013;3;30;0.389;0.17;2012;10;9;1
2030;2013;578.013;18.329;0.65;175.9;2.37;2014;1;4;216.9;2.63;2014;1;3;0.231;0.14;2014;9;8;1
2030;2014;360.485;11.431;0.53;108.97;1.88;2015;2;16;131.282;2.08;2015;2;16;0.124;0.13;2015;8;30;1
2030;2015;553.113;17.491;0.61;346.536;3.46;2016;2;13;431.198;3.95;2016;2;13;0.307;0.15;2016;9;11;1
2030;2016;108.162;3.43;0.35;77.408;1.54;2017;2;5;88.555;1.65;2017;2;5;0.093;0.09;2017;8;26;1
2030;2017;483.607;15.335;0.6;149.949;2.16;2018;3;11;173.451;2.34;2018;3;11;0.39;0.17;2017;10;9;1
2030;2018;270.512;8.578;0.49;216.262;2.64;2019;2;1;280.474;3.07;2019;2;1;0.234;0.13;2019;9;7;1
2030;2019;405.359;12.819;0.58;195.206;2.5;2019;12;21;207.933;2.59;2019;12;21;0.351;0.16;2020;9;14;1
2030;2020;394.742;12.517;0.57;146.952;2.14;2021;1;26;191.626;2.48;2021;1;26;0.439;0.17;2021;8;30;1
2031;1911;;;;;;;;;;;;;;;;;;;1
2031;1912;385.245;12.216;0.71;87;1.9;1913;5;15;;;;;;1;0.5;1912;10;22;1
2031;1913;;;;;;;;;;;;;;;;;;;1
2031;1914;;;0.98;;;;;;;;;;;;;;;;1
2031;1915;;;0.95;;;;;;;;;;;;;;;;1
2031;1916;;;0.9;;;;;;;;;;;;;;;;1
2031;1917;;;;;;;;;;;;;;;;;;;1
2031;1918;;;0.85;;;;;;;;;;;;;;;;1
2031;1919;454.096;14.36;0.71;111.2;1.63;1920;4;13;;;;;;1.7;0.4;1920;8;4;1
2031;1920;;;0.6;;;;;;;;;;;;;;;;1
2031;1921;;;0.63;;;;;;;;;;;;;;;;1
2031;1922;;;0.64;;;;;;;;;;;;;;;;1
2031;1923;;;;;;;;;;;;;;;;;;;1
2031;1924;;;0.64;;;;;;;;;;;;;;;;1
2031;1925;;;0.77;;;;;;;;;;;;;;;;1
2031;1926;;;0.7;;;;;;;;;;;;;;;;1
2031;1927;;;;;;;;;;;;;;;;;;;1
2031;1928;;;;;;;;;;;;;;;;;;;1
2031;1929;;;;;;;;;;;;;;;;;;;1
2031;1930;;;0.73;;;;;;;;;;;;;;;;1
2031;1931;342.029;10.816;;133.651;;1931;11;;;;;;;1.62;;1932;9;;2
2031;1932;564.066;17.886;;306.95;;1932;12;;;;;;;1.71;;1933;9;;2
2031;1933;494.811;15.69;;220.29;;1934;1;;;;;;;1.62;;1934;9;;2
2031;1934;;;;;;;;;;;;;;;;;;;2
2031;1935;;;;;;;;;;;;;;;;;;;2
2031;1936;531.318;16.848;;195.5;;1937;3;;;;;;;2.74;;1937;9;;2
2031;1937;316.032;10.021;;226.5;;1937;12;;;;;;;2.35;;1938;6;;2
2031;1938;;;;;;;;;;;;;;;;;;;2
2031;1939;;;;;;;;;;;;;;;;;;;2
2031;1940;804.207;25.501;;459.5;;1941;2;;;;;;;1.78;;1940;10;;2
2031;1941;207.565;6.582;;61.32;;1942;1;;;;;;;2.56;;1942;9;;2
2031;1942;229.725;7.285;0.4;98.904;1.76;1943;1;15;98.904;1.76;1943;1;;2;0.05;1943;8;29;1
2031;1943;160.392;5.072;0.36;85.24;1.6;1943;12;21;;;;;;2.49;0.17;1944;8;17;1
2031;1944;193.15;6.125;;117.692;1.98;1944;12;13;;;;;;1.85;0;1945;7;28;1
2031;1945;235.519;7.468;;104.882;1.83;1945;12;27;;;;;;1.49;0.17;1946;7;18;1
2031;1946;435.375;13.806;0.5;149.29;2.35;1947;2;15;;;;;;2;0.05;1946;10;1;1
2031;1947;542.028;17.141;0.6;247.5;3.5;1948;1;29;;;;;;2.56;0.18;1948;9;3;1
2031;1948;127.923;4.056;;18;0.8;1948;12;13;;;;;;1.85;;1949;8;18;1
2031;1949;236.094;7.487;0.41;85.24;1.6;1949;11;22;;;;;;1.85;0.01;1950;8;21;1
2031;1950;584.428;18.532;0.62;247.5;3.5;1951;3;18;;;;;;2.035;0.06;1951;7;31;1
2031;1951;281.296;8.895;0.47;127.94;2.1;1952;4;2;;;;;;2.035;0.06;1952;8;25;1
2031;1952;193.748;6.144;0.39;106.59;1.85;1952;11;26;;;;;;1.88;0.01;1953;8;11;1
2031;1953;243.401;7.718;0.39;100.512;1.78;1954;2;11;;;;;;1.94;0.03;1954;9;4;1
2031;1954;406.974;12.905;0.5;119.4;2;1955;2;18;121.108;2.02;1955;2;;2;0.05;1954;10;5;1
2031;1955;474.055;14.991;0.57;126.232;2.08;1956;3;24;135.626;2.19;1956;3;;2.245;0.12;1955;10;18;1
2031;1956;190.014;6.025;0.38;61.328;1.32;1957;5;10;63.89;1.35;1957;5;;2.035;0.06;1957;9;1;1
2031;1957;259.55;8.23;0.4;80.97;1.55;1958;4;3;83.532;1.58;1958;4;;2.12;0.26;1958;6;6;1
2031;1958;317.225;10.059;0.5;82.678;1.57;1959;3;12;85.24;1.6;1959;3;;2.63;0.19;1959;7;20;1
2031;1959;1071.374;33.88;0.88;281.66;3.9;1960;2;18;284.222;3.93;1960;2;;2.63;0.19;1960;8;7;1
2031;1960;930.95;29.52;0.83;282;3.56;1961;1;1;;;;;;4;0.25;1961;7;30;1
2031;1961;1094.831;34.717;0.89;207;2.79;1962;4;1;;;;;;1.6;0.1;1962;9;27;1
2031;1962;761.162;24.136;0.73;106.59;1.85;1963;1;3;;;;;;2;0.05;1962;10;22;1
2031;1963;694.725;21.969;0.69;175.8;2.5;1964;2;25;;;;;;2.2;0.14;1964;8;31;1
2031;1964;363.133;11.515;0.46;138.22;2.11;1965;3;16;;;;;;1.1;0.03;1965;8;11;1
2031;1965;1130.397;35.845;0.95;170.7;2.48;1966;2;15;;;;;;0.6;0.1;1966;8;29;1
2031;1966;570.033;18.076;0.69;136.8;2.2;1966;11;8;;;;;;0.8;0.15;1967;8;20;1
2031;1967;618.849;19.57;0.69;240;3;1968;2;10;240;3;1968;2;10;0.8;0.14;1968;8;27;1
2031;1968;634.107;20.107;0.68;270;3.2;1969;3;18;311.7;3.48;1969;3;17;1.6;0.22;1968;10;12;1
2031;1969;608.023;19.28;0.68;240;3;1970;1;6;298.3;3.39;1970;1;6;1.6;0.22;1970;8;23;1
2031;1970;584.937;18.548;0.67;152.4;2.33;1971;5;23;157.2;2.37;1971;5;23;1.3;0.2;1971;9;5;1
2031;1971;641.235;20.278;0.7;216.6;2.84;1972;2;12;249;3.06;1972;2;12;1.6;0.22;1972;7;25;1
2031;1972;576.63;18.285;0.7;133.46;2.17;1972;12;8;164.54;2.43;1972;12;8;1.2;0.19;1973;8;28;1
2031;1973;513.898;16.296;0.63;120.09;2.05;1974;6;30;178.06;2.54;1974;6;30;1.01;0.17;1974;8;18;1
2031;1974;341.987;10.844;0.55;89.12;1.75;1975;4;20;114.9;1.99;1975;4;19;0.35;0.15;1975;7;24;1
2031;1975;167.076;5.283;0.4;16.24;0.76;1976;2;12;18.73;0.81;1975;11;30;0.04;0.04;1976;8;10;1
2031;1976;765.15;24.263;0.81;189.5;2.53;1977;2;20;206.4;2.64;1977;2;20;1.22;0.23;1977;9;16;1
2031;1977;715.522;22.689;0.75;352.6;3.47;1978;2;17;414.44;3.8;1978;2;17;0.3;0.14;1978;7;31;1
2031;1978;892.699;28.307;0.73;249.2;2.88;1979;2;8;305.3;3.22;1979;2;5;1.81;0.13;1979;9;11;1
2031;1979;605.607;19.151;0.65;132.5;2.12;1980;5;15;142.5;2.2;1980;5;15;1.91;0.14;1979;10;1;1
2031;1980;273.955;8.687;0.4;51.97;1.31;1981;3;1;62.87;1.45;1980;12;21;1.21;0.06;1981;8;18;1
2031;1981;300.348;9.524;1.3;218.4;3.69;1981;12;30;282.2;4.08;1981;12;31;0.019;0.71;1982;8;29;1
2031;1982;461.952;14.648;0.52;142.5;2.2;1983;2;26;204;2.6;1983;2;26;0.932;0.02;1983;8;1;1
2031;1983;63.755;2.016;0.83;54.875;2.35;1984;4;2;;;;;;0;0.69;1984;7;4;1
2031;1984;680.987;21.594;1.01;186.4;3.16;1985;2;12;207.8;3.34;1984;11;17;0.66;0.39;1985;9;13;1
2031;1985;447.451;14.189;0.82;212.6;3.38;1986;2;21;222.5;3.46;1986;2;21;0.18;0.26;1986;8;24;1
2031;1986;232.839;7.383;0.7;281.553;3.38;1987;4;8;382.155;3.85;1987;4;8;0.324;0.35;1987;9;2;1
2031;1987;477.32;15.094;0.93;249.475;3.28;1988;1;30;332.839;3.72;1988;1;30;1.055;0.44;1988;8;29;1
2031;1988;189.478;6.008;0.61;42.743;1.42;1989;4;14;49.385;1.5;1989;4;29;0;0.07;1989;8;5;1
2031;1989;191.32;6.067;0.62;76.313;1.77;1989;12;23;118.185;2.1;1989;12;23;0.006;0.18;1990;8;2;1
2031;1990;487.686;15.464;0.84;127.062;2.16;1991;4;17;139.295;2.24;1991;4;17;0.136;0.3;1990;10;1;1
2031;1991;348.27;11.013;0.77;152.126;2.32;1991;11;16;218.157;2.68;1991;11;16;0.348;0.34;1992;8;20;1
2031;1992;450.258;14.278;0.8;288.266;3;1992;12;8;343.229;3.22;1992;12;8;0.005;0.16;1993;8;11;1
2031;1993;574.831;18.228;0.87;204.225;2.61;1994;1;10;238.909;2.78;1994;1;10;0.005;0.16;1994;9;2;1
2031;1994;433.771;13.755;0.8;207.352;3.03;1995;2;15;263.682;3.4;1995;2;15;0;0.2;1995;8;1;1
2031;1995;604.887;19.128;0.81;408.54;4.41;1995;12;27;445.26;4.6;1995;12;;0.48;0.24;1996;7;20;1
2031;1996;558.114;17.698;0.86;116.66;2.86;1996;12;15;128.73;3.03;1996;12;15;1.75;0.34;1996;10;26;1
2031;1997;684.495;21.705;0.95;498.63;4.28;1997;12;19;618.81;4.61;1997;12;19;0.17;0.34;1998;9;3;1
2031;1998;224.724;7.126;0.62;29.837;1.24;1999;5;21;32.668;1.29;1999;5;21;0.759;0.25;1999;8;28;1
2031;1999;415.455;13.138;0.71;210.964;2.91;1999;12;16;291.356;3.35;1999;12;16;0.566;0.22;2000;9;7;1
2031;2000;1315.174;41.704;1.08;457;4.16;2001;1;7;540;4.48;2001;1;28;0.944;0.27;2000;10;3;1
2031;2001;173.356;5.497;0.99;20.3;1.28;2002;3;21;23.2;1.32;2002;3;20;0.112;0.78;2002;8;17;1
2031;2002;867.146;27.497;0.97;270;3.53;2003;1;4;355;4.07;2003;1;4;1.67;0.28;2003;8;9;1
2031;2003;561.367;17.752;0.81;185;2.94;2004;1;28;212;3.15;2004;1;28;1.12;0.23;2004;9;3;1
2031;2004;144.991;4.598;0.43;20.1;0.98;2005;3;23;21;1;2005;3;23;0.595;0.17;2005;8;24;1
2031;2005;376.342;11.934;0.61;115;2.26;2006;3;25;129;2.41;2006;3;25;0.373;0.2;2005;10;4;1
2031;2006;596.011;18.899;0.77;195;3.02;2007;2;13;248;3.5;2007;2;13;0.683;0.27;2007;9;9;1
2031;2007;426.581;13.49;0.68;144;2.75;2008;5;25;163;2.95;2008;5;25;1.13;0.29;2008;9;4;1
2031;2008;404.818;12.837;0.66;180;3.08;2009;1;24;252;3.77;2009;1;24;0.124;0.18;2009;9;16;1
2031;2009;637.724;20.222;0.81;249;3.74;2010;1;15;290;4.08;2010;1;15;0.59;0.24;2009;10;3;1
2031;2010;420.502;13.334;0.94;141;2.55;2011;2;23;168;2.77;2011;2;23;0.973;0.6;2011;9;27;1
2031;2011;197.365;6.241;0.77;74;1.91;2012;5;9;92.6;2.12;2012;5;9;0.054;0.49;2012;9;8;1
2031;2012;722.252;22.902;1.08;272;3.48;2013;3;28;327.9;3.82;2013;3;31;0.717;0.53;2013;9;1;1
2031;2013;761.653;24.152;1.12;238.5;3.27;2014;1;4;258.6;3.4;2014;1;4;0.783;0.54;2014;9;7;1
2031;2014;423.86;13.441;0.99;172.12;2.82;2015;2;16;192.8;2.97;2015;2;16;0.522;0.47;2015;8;19;1
2031;2015;791.283;25.023;1.08;312.741;3.75;2016;2;14;365.092;4.02;2016;2;13;0.394;0.41;2016;9;10;1
2031;2016;112.216;3.558;0.7;94.666;2.23;2017;2;6;118.901;2.47;2017;2;6;0.273;0.32;2017;8;3;1
2031;2017;566.712;17.97;1.06;157.668;3.13;2018;3;11;179.005;3.34;2018;3;11;0.527;0.45;2017;10;3;1
2031;2018;304.69;9.662;0.91;193.031;3.4;2019;2;2;233.304;3.7;2019;2;2;0.088;0.36;2019;9;8;1
2031;2019;444.55;14.058;1.03;191.253;3.39;2019;12;21;207.446;3.51;2019;12;21;0.221;0.41;2020;9;14;1
2031;2020;462.33;14.66;1.05;151.454;3.07;2021;2;13;203.608;3.49;2021;1;26;0.492;0.47;2021;8;31;1
2032;1972;29.668;0.941;0.09;26.1;1.07;1973;6;6;30;1.2;1973;6;6;0.34;0.04;1973;2;12;1
2032;1973;58.823;1.865;0.16;30;1.2;1974;6;29;39;1.5;1974;6;29;0.42;0.05;1974;1;28;1
2032;1974;48.601;1.541;0.14;26.4;1.08;1975;4;19;28.2;1.14;1975;4;19;0.34;0.04;1974;10;6;1
2032;1975;61.241;1.937;0.18;3.21;0.27;1976;8;3;4.35;0.33;1975;12;23;1.12;0.12;1976;1;19;1
2032;1976;;;;;;;;;;;;;;;;;;;1
2032;1977;108.547;3.442;0.28;31.31;1.11;1978;2;20;37.25;1.25;1978;2;19;0.86;0.14;1978;6;17;1
2032;1978;;;;;;;;;;;;;;;;;;;1
2032;1979;112.527;3.558;0.3;23.76;0.92;1980;5;15;29.26;1.06;1980;5;14;1.4;0.2;1979;10;1;1
2032;1980;59.599;1.89;0.21;5.9;0.39;1981;4;11;6.74;0.42;1981;4;10;0.12;0.04;1981;9;3;1
2032;1981;65.358;2.072;0.22;7.585;0.45;1982;1;11;11.826;0.59;1981;12;30;0.386;0.11;1982;5;6;1
2032;1982;102.704;3.257;0.29;22.614;0.89;1983;2;26;26.2;0.98;1983;2;26;0.86;0.17;1983;6;17;1
2032;1983;116.566;3.686;0.31;25.4;0.96;1984;4;1;30.2;1.08;1984;4;1;0.78;0.16;1983;12;27;1
2032;1984;120.506;3.821;0.31;25.4;0.96;1985;4;9;35.1;1.2;1985;1;26;1.5;0.2;1985;6;25;1
2032;1985;73.936;2.344;0.24;16.48;0.72;1986;3;1;17.88;0.76;1986;2;28;0.98;0.16;1985;10;19;1
2032;1986;69.85;2.215;0.19;82.929;1.24;1987;4;8;116.962;1.46;1987;4;8;0.41;0.1;1987;9;29;1
2032;1987;77.049;2.437;0.22;12.738;0.51;1988;5;5;12.738;0.51;1988;5;5;0.521;0.11;1987;10;1;1
2032;1988;21.755;0.69;0.12;2.184;0.22;1988;10;1;3.618;0.28;1988;12;15;0.09;0.05;1989;1;28;1
2032;1989;6.777;0.215;0.05;1.44;0.18;1990;8;7;2.82;0.25;1990;8;13;0;0;1990;4;21;1
2032;1990;33.734;1.07;0.12;5.74;0.35;1991;7;23;5.74;0.35;1991;7;23;0.018;0.01;1991;3;31;1
2032;1991;;;;;;;;;;;;;;;;;;;1
2032;1992;73.601;2.334;0.21;6.004;0.36;1993;8;20;6.801;0.39;1993;1;14;0.821;0.13;1993;2;22;1
2032;1993;72.637;2.303;0.25;15.664;0.67;1994;1;11;15.664;0.67;1994;1;10;0.816;0.14;1993;12;24;1
2032;1994;58.551;1.857;0.21;8.592;0.49;1995;8;9;8.955;0.5;1995;8;9;0.562;0.1;1995;1;13;1
2032;1995;69.817;2.208;0.24;5.45;0.42;1996;4;6;8.07;0.53;1996;5;;0.52;0.11;1996;1;30;1
2032;1996;73.459;2.329;0.25;7.56;0.51;1997;1;24;7.56;0.51;1997;1;24;1.01;0.16;1997;5;6;1
2032;1997;91.342;2.896;0.28;16.36;0.8;1997;12;21;16.36;0.8;1997;12;21;1.13;0.17;1998;2;19;1
2032;1998;51.115;1.621;0.17;2.5;0.23;1999;8;10;2.981;0.26;1999;9;9;1.244;0.14;1999;1;24;1
2032;1999;50.14;1.586;0.17;3.415;0.28;2000;9;12;3.793;0.3;2000;9;12;1.127;0.14;2000;1;4;1
2032;2000;149.527;4.741;0.31;55.4;1.6;2001;3;6;60.1;1.67;2001;3;5;1.27;0.15;2000;11;7;1
2032;2001;27.621;0.876;0.15;1.62;0.22;2002;9;9;2.14;0.26;2001;10;11;0.309;0.09;2002;5;17;1
2032;2002;85.143;2.7;0.24;32.6;1.15;2003;5;8;35.7;1.24;2003;5;7;0.255;0.09;2002;12;22;1
2032;2003;69.652;2.203;0.24;5.29;0.36;2004;1;29;5.29;0.36;2004;1;28;1.02;0.17;2003;10;3;1
2032;2004;45.095;1.43;0.2;2.15;0.24;2005;6;20;3.63;0.3;2004;12;2;0.53;0.12;2005;3;21;1
2032;2005;41.588;1.319;0.19;2.66;0.26;2006;6;18;3.32;0.29;2006;6;23;0.505;0.12;2005;10;27;1
2032;2006;68.74;2.18;0.23;9.66;0.47;2007;2;20;11.7;0.51;2007;2;19;1.11;0.18;2006;11;29;1
2032;2007;52.925;1.674;0.2;17;0.68;2008;6;2;19.8;0.77;2008;6;1;0.581;0.13;2008;3;12;1
2032;2008;58.34;1.85;0.22;16.4;0.61;2009;1;27;17.6;0.64;2009;1;27;0.693;0.16;2009;5;7;1
2032;2009;79.6;2.524;0.24;17.3;0.63;2010;1;14;18.3;0.65;2010;1;14;0.503;0.14;2009;11;13;1
2032;2010;60.568;1.921;0.22;8.86;0.45;2011;1;9;17.5;0.68;2010;10;14;0.878;0.17;2010;11;10;1
2032;2011;37.881;1.198;0.18;2.96;0.27;2012;7;29;3.78;0.29;2012;7;29;0.57;0.14;2012;2;24;1
2032;2012;75.895;2.407;0.23;32;1.17;2013;3;31;34.2;1.22;2013;3;30;0.456;0.12;2012;11;18;1
2032;2013;94.596;3;0.26;20.2;0.89;2014;1;4;20.9;0.9;2014;1;3;1.04;0.17;2014;9;23;1
2032;2014;52.713;1.672;0.55;6.425;0.94;2015;3;7;6.476;0.95;2015;3;7;0.881;0.47;2014;10;3;1
2032;2015;100.406;3.175;0.65;13.658;1.2;2016;2;18;14.383;1.22;2016;2;12;0.757;0.44;2015;12;2;1
2032;2016;30.69;0.973;0.48;2.557;0.64;2017;7;29;4.948;0.83;2017;9;11;0.674;0.43;2017;5;4;1
2032;2017;57.356;1.819;0.57;11.501;1.14;2018;4;17;14.102;1.2;2018;4;10;0.723;0.43;2018;2;8;1
2032;2018;41.397;1.313;0.54;3.967;0.84;2019;2;16;5.587;0.93;2019;9;12;0.775;0.44;2019;6;18;1
2032;2019;60.969;1.928;0.59;21.142;1.37;2019;12;24;22.726;1.41;2019;12;23;0.868;0.47;2020;2;20;1
2032;2020;44.072;1.398;0.54;10.769;1.12;2021;2;19;13.044;1.18;2021;2;10;0.908;0.48;2021;6;14;1
2033;1977;;;;;;;;;;;;;;;;;;;1
2033;1978;242.135;7.678;0.62;24.97;1.25;1979;2;6;;;;;;2.05;0.29;1978;10;23;1
2033;1979;147.537;4.666;0.46;17.1;1;1980;5;13;;;;;;1.17;0.21;1980;8;9;1
2033;1980;72.457;2.298;0.27;4.84;0.47;1981;5;4;;;;;;0.1;0;1981;6;22;1
2033;1981;21.223;0.673;0.11;13.05;0.85;1981;12;31;;;;;;0.1;0;1982;5;17;1
2033;1982;52.417;1.662;0.19;4.5;0.45;1983;1;1;;;;;;0.1;0;1983;6;23;1
2033;1983;21.082;0.667;0.12;1.55;0.25;1984;5;19;;;;;;0.1;0;1984;7;2;1
2033;1984;22.418;0.711;0.11;3.8;0.45;1985;1;24;;;;;;0.35;0;1984;10;1;1
2033;1985;16.449;0.522;0.06;1.4;0.25;1986;2;20;;;;;;0.35;0;1986;6;14;1
2033;1986;24.692;0.783;0.11;11.4;0.8;1987;4;7;;;;;;0.35;0;1987;6;22;1
2033;1987;16.674;0.527;0.13;2.054;0.3;1988;4;26;;;;;;0.071;0.04;1988;7;25;1
2033;1988;7.679;0.243;0.08;0.538;0.14;1989;4;23;;;;;;0;0;1989;6;26;1
2033;1989;10.573;0.335;0.09;1;0.2;1990;1;1;;;;;;0;0;1990;6;25;1
2033;1990;3.651;0.116;0.04;0.414;0.12;1991;3;11;;;;;;0;0;1991;6;24;1
2033;1991;0.799;0.025;0.02;0.08;0.05;1992;3;30;;;;;;0;0;1992;3;9;1
2033;1992;2.747;0.087;0.04;0.6;0.15;1993;5;31;;;;;;0;0;1993;6;28;1
2033;1993;5.429;0.172;0.06;2.05;0.3;1994;1;3;;;;;;0;0;1994;6;27;1
2033;1994;4.778;0.152;0.06;0.538;0.14;1995;2;13;;;;;;0;0;1995;5;29;1
2033;1995;26.611;0.842;0.14;10.31;0.75;1995;12;25;;;;;;0;0;1996;6;25;1
2033;1996;30.208;0.958;0.18;3.57;0.43;1997;1;21;;;;;;0.4;0.07;1996;10;1;1
2034;1961;52.029;1.65;0.53;11.87;1.5;1962;1;1;;;;;;0.17;0.33;1962;9;10;1
