ref_evap;anomes;hora1;hora2;hora3;evapiche;evatanque;temedmax;temedmin;temedsec1;temedhum1;temedsec2;temedhum2;temedsec3;temedhum3;velviento;prectotmes;diasprec;insol
2015;200602;8;;;;;8.7;-2;;;;;;;0.5;40.3;10;140
2015;200603;8;;;2;;13.5;2.6;;;;;;;0.7;35.2;16;185
2015;200705;8;;;2.8;;19.1;6.6;;;;;;;0.5;76.4;16;262
2015;200605;8;;;4.8;;23.2;7.2;;;;;;;0.5;17.3;6;295
2015;200508;8;;;7.3;;30.3;11.8;;;;;;;0.5;2.9;1;340
2015;200607;8;;;7.1;;30.8;14.5;;;;;;;0.4;14.7;6;325
2015;200608;8;;;5.9;;28.1;11.3;;;;;;;0.4;18.6;3;351
2015;200609;8;;;5.4;;25.7;10.9;;;;;;;0.5;14.6;12;239
2015;200610;8;;;2.4;;19.8;8;;;;;;;0.6;84.6;15;160
2015;200611;8;;;1.4;;14.5;6;;;;;;;0.5;43.4;17;117
2015;200612;8;;;0.8;;7.4;-0.9;;;;;;;0.4;13.4;9;0
2015;200701;8;;;;;8.7;-0.8;;;;;;;0.4;9.9;8;101
2015;200702;8;;;;;10.6;2.1;;;;;;;0.6;60.2;21;113
2015;200604;8;;;2.9;;17.5;4.3;;;;;;;0.5;27.8;9;252
2002;201806;8;;;;;24.2;11.7;;;;;;;1.8;42.9;13;237
2002;201906;8;;;;;25.4;10.9;;;;;;;2;4;1;294
2002;201905;8;;;;;22.3;6.3;;;;;;;2.8;2.4;3;325
2002;201904;8;;;;;15.3;3.2;;;;;;;2.4;88.2;17;211
2002;201903;8;;;;;16.1;1.3;;;;;;;2.7;20.3;5;281
2002;201902;8;;;;;13.8;-0.1;;;;;;;1.9;4.8;2;186
2002;201901;8;;;;;7.8;-2.2;;;;;;;2.1;25.6;17;116
2002;201812;8;;;;;11.4;1.9;;;;;;;2.1;14.3;14;121
2002;201811;8;;;;;11.6;4.5;;;;;;;2.7;95.9;21;78
2002;201810;8;;;;;18.3;6.2;;;;;;;2.5;53.8;15;186
2002;201809;8;;;;;27.7;12.6;;;;;;;1.8;49.4;3;282
2002;201303;8;;;;1.2;10.2;2.6;;;;;;;4.1;105.2;25;127
2002;201807;8;;;;;28.4;13.2;;;;;;;1.7;0;0;330
2002;201909;8;;;;;24.2;10.1;;;;;;;2.4;37.5;7;242
2002;201805;8;;;;;19;6.9;;;;;;;2.3;45.7;12;248
2002;201804;8;;;;;15.6;4.8;;;;;;;2.7;84.6;16;194
2002;201803;8;;;;;10;2.1;;;;;;;4.8;127.1;25;175
2002;201802;8;;;;;8;-2;;;;;;;3;66.2;9;113
2002;201801;8;;;;;8.8;0.5;;;;;;;2.4;52.8;14;114
2002;201712;8;;;;;8.6;-0.1;;;;;;;2.9;47.6;15;107
2002;201711;8;;;;;13.4;1.3;;;;;;;2.1;37.9;7;171
2002;201710;8;;;;;23.3;7.2;;;;;;;2;10.5;4;246
2002;201709;8;;;;4.1;25.2;8.9;;;;;;;2;0;0;302
2002;201708;8;;;;6.2;30;12.6;;;;;;;2.4;11.4;4;337
2002;201808;8;;;;;30.6;13.1;;;;;;;2;9.8;3;316
2002;202008;8;;;;6.7;29.1;13;;;;;;;2.1;5.2;1;319
2002;202108;8;;;;5.1;30.9;12.5;;;;;;;1.9;1.5;1;325
2002;202107;8;;;;5.2;29.1;12.4;;;;;;;2;13.1;3;302
2002;202106;8;;;;4.5;25.3;11;;;;;;;2.2;32.2;10;254
2002;202105;8;;;;3.5;;6.4;;;;;;;2.1;26.5;4;245
2002;202104;8;;;;2.6;16.8;4.8;;;;;;;2.4;65;15;203
2002;202103;8;;;;1.9;14.6;1.4;;;;;;;3;8.1;9;226
2002;202102;8;;;;1.7;12.4;3.9;;;;;;;3.8;97.7;11;136
2002;202101;8;;;;1.1;7.2;-1.5;;;;;;;3.3;53.7;31;98
2002;202012;8;;;;0.8;8.6;1.1;;;;;;;2.8;47.9;24;97
2002;202011;8;;;;1.1;23.8;9.9;;;;;;;2.2;43;15;111
2002;201907;8;;;;;30.6;14.5;;;;;;;1.8;7.5;2;312
2002;202009;8;;;;4.7;24.4;9.2;;;;;;;2.1;23;8;260
2002;201908;8;;;;;29.4;13.3;;;;;;;2;19.2;4;290
2002;202007;8;;;;6.6;32.4;14.3;;;;;;;2.5;0.5;1;326
2002;202006;8;;;;4.2;25.2;11.1;;;;;;;1.9;0;0;260
2002;202005;8;;;;3.7;23.5;9.2;;;;;;;2.6;31.8;27;264
2002;202004;8;;;;2.3;15.7;6.4;;;;;;;2;106.3;28;183
2002;202003;8;;;;2.1;13.4;3.2;;;;;;;3.1;73.8;14;168
2002;202002;8;;;;1.4;14.6;2.8;;;;;;;2.2;2.3;4;187
2002;202001;8;;;;1.1;8.6;0;;;;;;;3.6;25.8;14;101
2002;201912;8;;;;1.1;10.5;2.4;;;;;;;3.7;122.7;14;81
2002;201911;8;;;;1.4;10.3;4.6;;;;;;;3.1;97.3;24;79
2002;201910;8;;;;2.9;18.9;7.7;;;;;;;2.1;71.5;11;188
2002;201705;8;;;;3.7;23;8.8;;;;;;;2.4;43.6;5;256
2002;202010;8;;;;2.4;17.3;5.5;;;;;;;2.8;91.9;11;211
2002;201403;8;;;;1.9;13.8;1.8;;;;;;;2.5;44;14;216
2002;201707;8;;;;5.8;30;13.2;;;;;;;2.2;35.9;2;333
2002;201502;8;;;;1.2;8;-0.8;;;;;;;2.6;23.5;10;115
2002;201501;8;;;;1;9;-2.1;;;;;;;2.6;22.9;10;144
2002;201412;8;;;;0.7;8;-0.7;;;;;;;1.8;27.5;17;115
2002;201411;8;;;;1.1;12.5;5.1;;;;;;;3.3;102.6;25;86
2002;201410;8;;;;2;21.8;9.3;;;;;;;2.7;65.1;7;216
2002;201409;8;;;;3.4;24;11.4;;;;;;;2.1;78.1;14;227
2002;201408;8;;;;6.3;28.9;12.2;;;;;;;1.9;1.6;1;339
2002;201407;8;;;;5;27.6;12.2;;;;;;;2.7;22.4;4;336
2002;201406;8;;;;4.6;24.7;10;;;;;;;2.6;14.8;7;315
2002;201504;8;;;;3.1;17.6;4.3;;;;;;;2.3;46.9;12;212
2002;201404;8;;;;2.6;18.5;5.5;;;;;;;2.3;33.9;13;250
2002;201505;8;;;;4.2;22.6;7.2;;;;;;;3.7;4.3;3;308
2002;201402;8;;;;1.2;8.6;1.2;;;;;;;5.8;76.5;24;111
2002;201401;8;;;;0.9;9.1;2.6;;;;;;;4;81.6;22;
2002;201312;8;;;;1.4;8.4;-1.9;;;;;;;3.3;94.1;13;104
2002;201311;8;;;;1.3;10.6;1.8;;;;;;;2.6;15.2;7;135
2002;201310;8;;;;1.8;18.6;8.1;;;;;;;2.8;41.1;8;191
2002;201309;8;;;;3.9;25;9.9;;;;;;;2.6;73.8;8;269
2002;201308;8;;;;5.8;29.9;12;;;;;;;2.6;0;0;356
2002;201307;8;;;;6;30.8;13.8;;;;;;;2.1;4.3;2;360
2002;201306;8;;;;4.8;24.3;8.8;;;;;;;2.7;28.9;5;301
2002;201305;8;;;;3.1;16.8;4.6;;;;;;;2.2;35.5;15;247
2003;201512;8;;;1.2;;11.7;-1.2;1;-1.1;;;;;1.1;8;6;122
2002;201405;8;;;;3.7;20.5;6.2;;;;;;;3.2;26.6;7;310
2002;201605;8;;;;3.2;17.9;6.8;;;;;;;2.9;86.7;14;231.8
2003;197211;7;;;2;1.1;10.9;3.9;5.9;4.7;;;;;;102.3;;
2002;201704;8;;;;3.7;20.6;4;;;;;;;3.2;12.2;5;296
2002;201703;8;;;;2.3;15.5;2;;;;;;;2.9;22.4;9;231
2002;201702;8;;;;1.3;11.7;2.1;;;;;;;3.1;79.1;11;135
2002;201701;8;;;;1.1;8.3;-2.2;;;;;;;1.9;12.2;13;124
2002;201612;8;;;;0.8;10;0.3;;;;;;;1.3;25.4;22;87
2002;201611;8;;;;1;11.5;2.8;;;;;;;2.1;89.3;19;104
2002;201610;8;;;;2.1;20.2;7.9;;;;;;;1.5;61.7;12;180
2002;201609;8;;;;4;26.7;10.4;;;;;;;1.9;7.5;3;282.1
2002;201608;8;;;;5.4;30.9;12.9;;;;;;;2.5;0;0;355.9
2002;201503;8;;;;2.3;14;1.3;;;;;;;3.1;18.6;6;206
2002;201606;8;;;;4.3;26.2;10.4;;;;;;;2;2.6;1;296.3
2002;201706;8;;;;5.3;29.7;14.3;;;;;;;2;7.6;6;262
2002;201604;8;;;;2.3;13.6;3.8;;;;;;;4;88.5;15;213.1
2002;201603;8;;;;1.8;11;0.6;;;;;;;2.6;37.5;12;194.5
2002;201602;8;;;;1.1;9.4;1.2;;;;;;;2.9;98.8;14;128.5
2002;201601;8;;;;0.9;10;3;;;;;;;3.2;156.7;22;84.1
2002;201512;8;;;;0.8;13.2;2.3;;;;;;;2.3;20;15;101.7
2002;201511;8;;;;1.5;15;3.9;;;;;;;1.6;22.5;11;155
2002;201510;8;;;;1.9;18.2;7.2;;;;;;;2.9;65.4;16;142.2
2002;201509;8;;;;3.3;24.1;8.4;;;;;;;2.5;8.3;5;253
2002;201508;8;;;;5;28.9;12.3;;;;;;;2.3;4.7;3;306
2002;201507;8;;;;6.4;32.4;15.3;;;;;;;1.9;0.8;2;342
2002;201506;8;;;;4.9;27.6;12.7;;;;;;;2.5;48;8;274
2002;201607;8;;;;5.7;31.1;14.2;;;;;;;2.4;16.1;2;342
2003;197802;7;;;;1;8.3;0.3;3.2;1.9;;;;;4.3;125.1;15;
2003;197702;7;;;;0.7;7.9;2.3;3.6;1.9;;;;;6;124.5;23;
2003;197901;7;;;;0.3;7;0.9;2.1;7.9;;;;;4.5;188.7;17;
2003;197812;7;;;;0.3;7.6;0.9;4;2.5;;;;;5.4;196.5;22;
2003;197811;7;;;1;0.9;12.4;0.4;2;0.4;;;;;2.8;15.5;9;
2003;197810;7;;;3;2.9;18;4.7;7.5;1.5;;;;;4.4;7.6;5;
2003;197809;7;;;5.4;5.2;26.4;8.5;12.4;9;;;;;3.1;13;3;
2003;197808;7;;;5.2;6.1;27.4;10.6;15.7;12.1;;;;;2.5;22.1;7;
2003;197807;7;;;6;7.3;26.7;10.4;16.5;11.9;;;;;3.2;2.8;1;
2003;197806;7;;;3.3;4.7;18.9;8.1;12.2;8.9;;;;;3.9;74.4;12;
2003;197805;7;;;3.3;4;14.5;5.4;8.9;5.7;;;;;5.5;44.6;13;
2003;197903;7;;;;1.1;9.3;1;3;1.2;;;;;5.2;89.7;22;
2003;197803;7;;;;2.8;12.5;1.4;4.4;1.8;;;;;5.8;46.6;13;
2003;197904;7;;;;2.8;10.8;2.1;5.1;2.3;;;;;6.8;50.6;14;
2003;197801;7;;;;0.2;5.9;-2.5;0;-0.8;;;;;4;119.5;14;
2003;197712;7;;;;0.5;9.1;1.7;3.6;2.2;;;;;3.2;105.2;19;
2003;197711;7;;;;1;11;1.4;3.7;2.6;;;;;3.8;34.1;6;
2003;197710;7;;;1.8;2;17.1;6.6;9.3;7.7;;;;;2.7;120.2;11;
2003;197709;7;;;4;4.4;25;7.5;12.4;9.3;;;;;2.1;8.4;4;
2003;197708;7;;;3.8;4.9;22.7;9.8;14.2;10.7;;;;;3.1;13.9;10;
2003;197707;7;;;3.5;4.9;21.5;9.7;14.2;11.2;;;;;3.2;39;11;
2003;197706;7;;;3.1;4.6;18.7;7.3;12.1;9;;;;;3.7;94.3;14;
2003;197705;7;;;3.1;3.2;14.7;4.9;8.3;5.6;;;;;5.1;70.7;20;
2003;197704;7;;;3.6;3.9;15.1;3.6;7;4;;;;;5.7;33.8;7;
2002;202109;8;;;;2.8;23.3;10.7;;;;;;;2.1;133.4;9;206
2003;197804;7;;;2.2;2.6;11.3;1.8;4.8;2.2;;;;;5.7;82.7;18;
2003;198004;7;;;3.6;3.8;13;1.8;5.9;2.6;;;;;5.9;42.5;7;204
2003;198104;7;;;2.3;2.6;13.1;2.9;6.9;4.1;;;;;4.7;73;15;
2003;198103;7;;;;2.3;13.4;2.1;5.2;2.8;;;;;4.7;47.5;12;
2003;198102;7;;;;1;9.2;-4.6;2.1;0.2;;;;;4.1;34.5;10;
2003;198101;7;;;;0.8;9.6;-2.9;1.6;-0.2;;;;;5.2;1.6;4;
2003;198012;7;;;;0.8;7.5;-3.4;2.8;0.3;;;;;5.4;17.2;7;
2003;198011;7;;;;4;11.5;0.6;2.9;1;;;;;3.6;71.3;13;
2003;198010;7;;;2.3;4.4;16.2;4.7;7.5;5.1;;;;;3.6;45.3;13;
2003;198009;7;;;4.1;4.3;25.2;10.3;14;11.1;;;;;2.4;33;8;227
2003;198008;7;;;5.9;6.5;28.1;12.7;17.7;13.5;;;;;2.9;35.8;3;301
2003;198007;7;;;5.5;6.7;25.2;9.4;15.4;10.9;;;;;3.3;19.4;3;326
2003;197902;7;;;;0.6;8.2;0.6;2.8;1.6;;;;;6.4;163.2;14;
2003;198005;7;;;3.1;3.5;14.9;5.4;9;6;;;;;5.1;83.1;16;158
2003;197701;7;;;;0.4;6.7;2.9;2.5;1.8;;;;;4.7;129.3;20;
2003;198003;7;;;;1.6;10.2;0.8;3.8;1.4;;;;;5.4;95.9;15;135
2003;198002;7;;;;1.3;10.9;0;2.4;0.6;;;;;4.1;40.8;9;121
2003;198001;7;;;;0.7;7.1;-2.7;2.2;0.6;;;;;5.1;43;10;76
2003;197912;7;;;;0.6;9.5;-0.4;2.4;0.8;;;;;5;54.9;11;91
2003;197911;7;;;;1.2;12.5;0.1;4.1;1.4;;;;;4.3;56.1;8;144
2003;197910;7;;;1.8;1.7;15;6.7;8.9;6.7;;;;;3.4;77.9;19;98
2003;197909;7;;;2.9;3.8;22.1;9.3;12.8;10;;;;;2.9;52.4;12;218
2003;197908;7;;;5.5;6.7;26.2;10.9;16.2;12.2;;;;;3.5;8.7;2;344
2003;197907;7;;;4.6;6.1;26.4;11.9;17.6;13.4;;;;;2.7;42.6;7;298
2003;197906;7;;;4.2;5.9;23.3;9.4;15.6;11.5;;;;;3.1;29.2;8;168
2003;197905;7;;;4.5;5.1;18.2;6;10.7;6.9;;;;;5;54.6;10;
2003;198006;7;;;4.3;5.5;20.7;8.3;13.4;9.5;;;;;4.1;69.7;5;270
2003;197310;7;;;2.8;2.5;16;2.1;6.6;4.9;;;;;;60.1;10;
2003;197703;7;;;2.3;2.4;12.7;1.8;3.7;2.1;;;;;5.1;22.5;15;
2003;197409;7;;;4.6;4.5;21.4;7.2;9.2;8.6;;;;;;12.1;7;
2003;197408;7;;;5.9;6.5;25.9;10.7;13.8;12.6;;;;;;43.2;5;
2003;197407;7;;;5;6.8;25.7;11.5;15.5;14.5;;;;;;23.3;5;
2003;197406;7;;;4.6;6;21.3;9.3;13.4;12.5;;;;;;109.1;11;
2003;197405;7;;;4.6;5;17.7;6.6;9.5;8.7;;;;;;31.2;11;
2003;197404;7;;;3.2;3.2;12.1;1.2;4.2;3.3;;;;;;27.1;9;
2003;197403;7;;;;2;9.1;0;2.6;2.2;;;;;;64;21;
2003;197402;7;;;;1.2;6.1;-1.8;1.7;1;;;;;;63.3;14;
2003;197401;7;;;;0.7;7.8;-1.6;3.1;2.4;;;;;;77.6;14;
2003;197411;7;;;;1.3;11;1;3.4;2.8;;;;;;57.3;11;
2003;197311;7;;;2.4;1.4;13;-0.8;3.1;1.8;;;;;;33.5;6;
2003;197412;7;;;;0.7;11.4;-2.5;1.2;1;;;;;;22.9;5;
2003;197309;7;;;4.6;4.7;22.5;7.5;14.2;10.9;;;;;;17.5;4;
2003;197308;7;;;4.5;5.9;27.2;11.8;18.6;15.1;;;;;;110.8;10;
2003;197307;7;;;5.6;6.7;24.6;9.9;17.6;13.7;;;;;;16.1;7;
2003;197306;7;;;4;5.3;20.8;7.6;14.5;11.8;;;;;;76.5;11;
2003;197305;7;;;4.3;4.6;18.7;5.3;11.7;8.8;;;;;;47.9;15;
2003;197304;7;;;3.8;4.1;11.9;-0.3;5.5;4.6;;;;;;33.1;6;
2003;197303;7;;;;2.9;9.9;-3.4;1.7;1.2;;;;;;5.5;4;
2003;197302;7;;;;1.5;7.5;-2.1;0.6;0;;;;;;23.3;11;
2003;197301;7;;;;0.8;7.6;-1.9;1.2;0.5;;;;;;52.4;10;
2003;197212;7;;;;0.5;7.1;-1;1.6;0.7;;;;;;81;12;
2002;201302;8;;;;0.9;8.6;-0.6;;;;;;;2.5;34.2;9;134
2003;197312;7;;;;0.6;6.3;-2.8;2.5;1.8;;;;;;45;7;
2003;197512;;;;;0.3;7;-2.9;;;;;;;3.6;36.4;6;
2003;197612;7;;;;0.6;7.5;2.9;3.2;2.3;;;;;4.9;111.3;19;
2003;197611;7;;;1.2;1.2;9.9;2.6;3.7;2.6;;;;;5.2;66.6;10;
2003;197610;7;;;1.7;1.8;13.6;4.1;7.2;4.7;;;;;4.2;102.6;18;
2003;197609;7;;;3.5;4;20.2;7.1;10;7.5;;;;;2.7;44.5;9;
2003;197608;7;;;5.2;5.9;25.4;10.5;14.7;10.9;;;;;3.1;42.6;9;
2003;197607;7;;;5.4;6;25.6;10.7;16.6;12.1;;;;;2.8;46.8;10;
2003;197606;7;;;4.6;6.2;24.8;10.2;15.8;11.2;;;;;3.2;56.2;10;
2003;197605;7;;;5;5.5;20.5;6.6;11.7;7.3;;;;;4.1;17.1;8;
2003;197604;7;;;2.5;3.3;12.5;1.9;5.8;2.5;;;;;5.6;42.8;16;
2003;197603;7;;;;2.6;12;-0.8;2.5;0;;;;;4.3;27.3;10;
2003;197410;7;;;3.1;2.4;12.2;2.7;5;4.3;;;;;;13.6;8;
2003;197601;;;;;;11.6;-4;;;;;;;4.1;12.4;6;
2003;197210;7;;;2.2;1.8;15.2;5.2;7.6;6.4;;;;;;43.6;;
2003;197511;7;;;;0.9;10.3;1.2;3.6;1.6;;;;;4.3;66.6;15;
2003;197510;7;;;2.6;2.3;17.6;4.7;7.7;5.6;;;;;3.1;18.2;6;
2003;197509;7;;;3.2;3.6;19.8;8;9.9;8;;;;;2.9;51.8;11;
2003;197508;7;;;5;6.5;25.5;11.8;14.6;11.5;;;;;3.3;100.1;10;
2003;197507;7;;;6.7;7.9;28.1;11.6;16.3;12.3;;;;;3;5.5;3;
2003;197506;7;;;3.9;5.2;21.1;9.6;13.2;10.1;;;;;3.3;39.8;10;
2003;197505;7;;;3.8;4.3;15;5.3;7.9;5.2;;;;;5.3;114;17;
2003;197504;7;;;;3.3;12.8;2.4;5.6;3.1;;;;;5;105.1;13;
2003;197503;7;;;;1.7;8.2;0;2;0.4;;;;;6;46;16;
2003;197502;7;;;;1.1;9.9;-1;1;0.1;;;;;3.7;58.5;11;
2003;197501;7;;;;0.4;10;-1.4;1.5;0.8;;;;;3.5;47.7;12;
2003;197602;7;;;;1.3;8.6;-0.7;1.7;0.1;;;;;3.6;47.9;13;
2002;200103;8;;;1.7;1.7;14.8;5.8;;;;;;;3.5;115.2;25;137
2002;200203;8;;;;2;14.3;1.6;;;;;;;3;55.1;12;208
2002;200202;8;;;;1.4;12.4;-0.3;;;;;;;3.1;17.6;7;171
2002;200201;8;;;;0.8;10.2;0.2;;;;;;;2;56.2;12;112
2002;200112;8;;;;0.7;8.7;-5.2;;;;;;;2;10.5;5;144
2002;200111;8;;;;1.2;11.7;-1;;;;;;;4.1;6.8;7;164
2002;200110;8;;;2.6;2.5;19.9;8.7;;;;;;;2.6;107.9;18;191
2002;200109;8;;;4.6;4.7;24.9;9.1;;;;;;;2.9;14.1;6;296
2002;200108;8;;;6.5;6.5;30.4;13.3;;;;;;;2.3;2.8;4;347
2002;200107;8;;;6;6.4;29.1;12.5;;;;;;;2.5;21.5;8;344
2002;200106;8;;;7.7;7.2;28.9;11.4;;;;;;;2.4;16.9;2;379
2002;201304;8;;;;2.5;14.5;2.7;;;;;;;4.5;37;12;210
2002;200104;8;;;3.1;3.6;17.5;3.2;;;;;;;3.3;11.7;7;270
2002;200206;8;;;;6.7;27.1;10.5;;;;;;;3.2;28.6;7;346
2002;200102;8;;;1.7;1.6;11.5;0.7;;;;;;;3.7;84.2;9;166
2002;200101;8;;;0.9;1.1;10.2;2.2;;;;;;;2.9;147.8;23;85
2002;200012;8;;;1.4;1.4;11.3;3.4;;;;;;;3.4;114.3;24;80
2002;200011;8;;;1.1;1.2;11.8;2.6;;;;;;;2.3;90.7;24;112
2002;200010;8;;;2.4;2.1;18.8;5.1;;;;;;;2.1;43.9;8;220
2002;200009;8;;;4.9;4.7;26;9.7;11.7;10.2;;;;;1.8;27.7;6;285
2002;200008;8;;;6.6;6.7;29.3;11.4;13.6;11.6;;;;;2.7;2.4;1;376
2002;200007;8;;;7.2;6.7;28.4;11.5;14.1;12;;;;;2.9;9.9;4;382
2002;200006;8;;;15.1;7;27.8;10.7;13.8;11.8;;;;;3.2;3.6;3;385
2002;200005;8;;;5.7;3.6;21.3;8.5;10.6;9.6;;;;;2.1;42.3;16;233
2002;200105;8;;;4.1;4.2;21.5;7.1;;;;;;;2.7;17.8;12;297
2002;200305;8;;;;4;22;6.1;;;;;;;2.6;17.3;6;311
2002;200405;8;;;;3.3;18.9;5.4;;;;;;;2.8;58.5;14;250
2002;200404;8;;;;2.7;15.9;1.6;;;;;;;3;23.3;10;286
2002;200403;8;;;;1.5;12.6;0.5;;;;;;;2.9;43.2;11;192
2002;200402;8;;;;0.9;11.5;-0.5;;;;;;;2.3;28.2;10;144
2002;200401;8;;;;0.8;9.9;0.6;;;;;;;2;36.5;9;116
2002;200312;8;;;;0.7;9.3;0.3;;;;;;;2.1;18.9;11;93
2002;200311;8;;;;1.3;12.9;3.6;;;;;;;1.9;92.1;16;114
2002;200310;8;;;;1.6;16.1;5.7;;;;;;;2.5;138.2;17;137
2002;200309;8;;;;3.7;26.1;10.3;;;;;;;1.9;27.9;6;278
2002;200308;8;;;;5.6;31.5;14.2;;;;;;;2.1;4.1;8;319
2002;200204;8;;;;3.3;17.1;2.8;;;;;;;3;44.3;9;259
2002;200306;8;;;;5.8;28.7;12.4;;;;;;;2.3;9.7;4;317
2002;200205;8;;;;3.9;18.7;4.8;;;;;;;2.8;47.6;13;283
2002;200304;8;;;;2.5;15.6;3.1;;;;;;;3.2;62.9;13;235
2002;200303;8;;;;1.8;15.4;2.4;;;;;;;2.2;49.3;10;171
2002;200302;8;;;;1.3;8.3;-2.2;;;;;;;2;56;13;118
2002;200301;8;;;;0.9;7.6;-2;;;;;;;2.8;107.1;16;117
2002;200212;8;;;;0.8;10.2;2.2;;;;;;;2.3;89.5;20;107
2002;200211;8;;;;1.2;12.5;3.5;;;;;;;1.7;107.9;21;118
2002;200210;8;;;;1.9;17.9;6.8;;;;;;;2.2;64;17;187
2002;200209;8;;;;3.5;22.8;9.2;;;;;;;1.9;105.9;13;201
2002;200208;8;;;;6.4;27.6;10.8;;;;;;;2.7;44.7;5;354
2002;200207;8;;;;7.6;28.5;11.7;;;;;;;3.3;10.7;2;386
2002;200002;8;;;;1.5;16.4;1.5;3.6;2.9;;;;;3;4.6;6;224
2002;200307;8;;;;5.9;29.4;12.1;;;;;;;1.8;20;1;350
2002;199612;8;;;;0.8;9.6;2.3;4.1;3.4;;;;;4.4;147;24;84
2002;200004;8;;;5.7;2.3;13.4;3.2;5.2;4.4;;;;;3.8;106.2;25;191
2002;199711;8;;;1.3;1.2;12.9;5.1;7.2;6.5;;;;;5.9;211;27;99
2002;199710;8;;;2.8;2.5;21;9.1;10.9;9.6;;;;;4;50.3;15;227
2002;199709;8;;;4.9;4.7;27.6;12;13.7;12.4;;;;;2.9;70.8;8;224
2002;199708;8;;;7;6.1;30.5;13.5;15.9;13.7;;;;;3.9;20.2;8;339
2002;199707;8;;;6.5;6;29.1;12.2;14;12.2;;;;;3.7;18.6;10;337
2002;199706;8;;;5;5;22.3;9.5;11.7;10.5;;;;;4.9;35.9;11;290
2002;199705;8;;;3.9;3.9;20.3;7.5;9.7;8.3;;;;;4.9;73.8;19;280
2002;199704;8;;;4.5;3.9;21.1;5.4;7;5.8;;;;;4.1;28.3;10;278
2002;199703;8;;;;3;21.4;3.1;4.6;3.3;;;;;3.1;0;0;344
2002;199801;8;;;;0.8;10.9;1.6;3.6;2.9;;;;;3.7;22.7;15;103
2002;199701;;;;;1;9;0.5;2.2;1.8;;;;;2.8;65.6;18;100
2002;199802;8;;;;1.3;15.4;2.1;3.8;3.3;;;;;2.5;23.1;7;216
2002;199611;8;;;;1.3;14.4;3;4.8;4.1;;;;;4.6;61.6;16;152
2002;199610;8;;;;2.7;20.9;5.8;7.8;6.9;;;;;3.2;28.5;8;269
2002;199609;8;;;;3.5;23.6;8.4;10.4;9.3;;;;;3.9;28.6;12;252
2002;199608;8;;;;6;28.7;11.6;13.3;11.9;;;;;3.6;0.4;3;337
2002;199607;8;;;;7.3;30.5;12.7;15;12.7;;;;;4.5;10.7;8;393
2002;199606;8;;;;6.2;28;10.5;13;11.1;;;;;3.4;17.3;4;354
2002;199605;8;;;;3.5;19.1;6.9;8.8;8;;;;;4.1;83.7;15;275
2002;199604;8;;;;2.8;17.9;4.6;6.4;5.5;;;;;4;47.1;13;295
2002;199603;8;;;;2.1;13.4;2.2;3.8;3;;;;;4.4;49.9;16;219
2002;199602;8;;;;1.6;9.8;-0.5;1.4;0.5;;;;;5.2;22.9;16;173
2002;199601;8;;;;1.2;10.4;3.3;5.1;4;;;;;6;166;24;98
2002;199702;8;;;;1.3;15.9;2.6;4.4;3.7;;;;;3.4;2.9;5;191
2002;199902;8;;;;2.6;14.1;-2.2;0;-0.6;;;;;3.4;37.6;5;191
2002;200408;8;;;;5.2;28.4;12.8;;;;;;;2.2;32.9;7;347
2002;200001;8;;;;;8.4;-4;-1.8;-2;;;;;2.2;5;6;157
2002;199912;8;;;;0.8;10.5;-0.5;2.4;1.9;;;;;4.7;43.1;13;117
2002;199911;8;;;1.7;1.5;11.6;-0.1;2.1;1.6;;;;;3.8;5.4;7;170
2002;199910;8;;;1.8;2.5;18;7.7;9.8;8.6;;;;;5.2;168.7;17;153
2002;199909;8;;;3.7;3.7;24.1;10.9;12.8;11.6;;;;;4.5;113;13;196
2002;199908;8;;;6.6;6.4;30.2;12.7;14.4;12.7;;;;;4.1;27.2;6;352
2002;199907;8;;;7.9;7.5;32.3;13.6;15.3;13.1;;;;;3.9;19.6;3;364
2002;199906;8;;;6.4;6.6;27.5;9.7;12.3;10.4;;;;;4;7.6;2;325
2002;199905;8;;;3.6;4.7;21.7;7.8;9.7;8.5;;;;;4.9;26.1;9;233
2002;199712;8;;;;0.7;11.3;2.5;4.8;4.1;;;;;5.2;92.5;21;111
2002;199903;8;;;;2.6;14.5;1.1;3.2;2.6;;;;;5.5;28.9;11;227
2002;200003;8;;;;2.5;16.7;0.6;2.6;1.9;;;;;3.7;33.2;7;261
2002;199901;8;;;;;10.3;-1.4;0.7;0.1;;;;;3.4;32.4;10;169
2002;199812;8;;;;0.7;10.7;-1.3;0.7;0.2;;;;;2.5;59.3;15;137
2002;199811;8;;;1.4;1.2;13.9;1.7;4;3.6;;;;;2.6;36.5;12;177
2002;199810;8;;;2.4;2;19.8;5.6;7.5;6.7;;;;;2.4;17.8;7;224
2002;199809;8;;;4.9;4.2;24.9;10.5;12.6;11.3;;;;;4.4;76.5;14;221
2002;199808;8;;;8;6.6;32.5;13.9;15.9;13.3;;;;;2.4;25.6;6;362
2002;199807;8;;;6;7.4;31.4;12.9;15.3;13;;;;;3.9;1.9;3;408
2002;199806;8;;;5.7;5.7;26.8;10.6;13.2;11.6;;;;;3.3;7.5;4;338
2002;199805;8;;;3;3.5;19.6;7.3;9;8;;;;;4.1;79.3;20;271
2002;199804;8;;;2.5;2.5;13.5;3.4;5.1;4.6;;;;;7.9;58;22;230
2002;199803;8;;;;2.6;18;2.8;4.6;3.6;;;;;4;11.9;4;283
